@context,@type,entry_id,term,iast,category,frequency_target,nakshatra_alignment,nakshatra_planet,nakshatra_goddess,guna,healing_focus,suggested_raga,mantra_seed,meaning,resonance_quality,timestamp
https://schema.org,CreativeWork,SAN-0515,Brahmasara,brahmasara,Hasya,109.7,['Bharani'],Venus,Yama,Rajas,Saṃvedana (intuition),Khamaj,Oṁ brahmasaraya namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.990320
https://schema.org,CreativeWork,SAN-0516,Atmalaya,atmalaya,Karuna,112.1,['Krittika'],Sun,Agni,Tamas,Mūla śodhana (root),Darbari,Oṁ atmalayaya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.990332
https://schema.org,CreativeWork,SAN-0517,Anandasthiti,anandasthiti,Raudra,114.0,['Rohini'],Moon,Prajapati,Sattva,Saṃkṣobha (transformation),Malkauns,Oṁ anandasthitiye namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.990344
https://schema.org,CreativeWork,SAN-0518,Atmasthiti,atmasthiti,Vira,116.1,['Mrigashira'],Mars,Soma,Rajas,Śuddhi (purification),Bhimpalasi,Oṁ atmasthitiye namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.990358
https://schema.org,CreativeWork,SAN-0519,Atmatva,atmatva,Bhayanaka,118.2,['Ardra'],Rahu,Rudra,Tamas,Paitṛka (ancestral),Bhimpalasi,Oṁ atmatvaya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.990370
https://schema.org,CreativeWork,SAN-0520,Adirupa,adirupa,Bibhatsa,119.8,['Punarvasu'],Jupiter,Aditi,Sattva,Śravaṇa (learning),Shankara,Oṁ adirupaya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.990384
https://schema.org,CreativeWork,SAN-0521,Mahamaya,mahamaya,Adbhuta,122.0,['Pushya'],Saturn,Brihaspati,Rajas,Dhana (wealth),Khamaj,Oṁ mahamayaya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.990397
https://schema.org,CreativeWork,SAN-0522,Pranalaya,pranalaya,Shanta,123.6,['Ashlesha'],Mercury,Sarpas,Tamas,Ārogya (healing),Darbari,Oṁ pranalayaya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.990411
https://schema.org,CreativeWork,SAN-0523,Adisthiti,adisthiti,Shringara,126.4,['Magha'],Ketu,Pitrs,Sattva,Śodhana (purification),Bhimpalasi,Oṁ adisthitiye namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.990426
https://schema.org,CreativeWork,SAN-0524,Svatva,svatva,Hasya,128.0,['Purva Phalguni'],Venus,Bhaga,Rajas,Vaivāhika (marriage),Brindavani Sarang,Oṁ svatvaya namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.990439
https://schema.org,CreativeWork,SAN-0525,Svamaya,svamaya,Karuna,129.8,['Uttara Phalguni'],Sun,Aryaman,Tamas,Saṃkṣobha (transformation),Puriya Dhanashree,Oṁ svamayaya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.990453
https://schema.org,CreativeWork,SAN-0526,Adimaya,adimaya,Raudra,131.8,['Hasta'],Moon,Savitr,Sattva,Kauśala (creativity),Bhoop,Oṁ adimayaya namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.990464
https://schema.org,CreativeWork,SAN-0527,Mahakara,mahakara,Vira,133.6,['Chitra'],Mars,Vishwakarma,Rajas,Mūla śodhana (root),Brindavani Sarang,Oṁ mahakaraya namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.990476
https://schema.org,CreativeWork,SAN-0528,Anandalaya,anandalaya,Bhayanaka,136.3,['Swati'],Rahu,Vayu,Tamas,Navīkaraṇa (renewal),Puriya Dhanashree,Oṁ anandalayaya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",Deep Frequency,2026-05-11T11:12:43.990491
https://schema.org,CreativeWork,SAN-0529,Pranarupa,pranarupa,Bibhatsa,138.2,['Vishakha'],Jupiter,Indra-Agni,Sattva,Śodhana (purification),Bhimpalasi,Oṁ pranarupaya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.990504
https://schema.org,CreativeWork,SAN-0530,Atmasthiti,atmasthiti,Adbhuta,139.6,['Anuradha'],Saturn,Mitra,Rajas,Ārogya (healing),Hamsadhwani,Oṁ atmasthitiye namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.990516
https://schema.org,CreativeWork,SAN-0531,Chitkara,chitkara,Shanta,142.0,['Jyeshtha'],Mercury,Indra,Tamas,Śilpa (art),Puriya Dhanashree,Oṁ chitkaraya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",Deep Frequency,2026-05-11T11:12:43.990529
https://schema.org,CreativeWork,SAN-0532,Anandananda,anandananda,Shringara,144.3,['Mula'],Ketu,Nirriti,Sattva,Śakti (power),Bhimpalasi,Oṁ anandanandaya namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.990541
https://schema.org,CreativeWork,SAN-0533,Vedasthiti,vedasthiti,Hasya,145.6,['Purva Ashadha'],Venus,Apas,Rajas,Kuṇḍalinī (healing),Puriya Dhanashree,Oṁ vedasthitiye namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.990554
https://schema.org,CreativeWork,SAN-0534,Atmarupa,atmarupa,Karuna,148.0,['Uttara Ashadha'],Sun,Vishvedevas,Tamas,Navīkaraṇa (renewal),Ahir Bhairav,Oṁ atmarupaya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.990568
https://schema.org,CreativeWork,SAN-0535,Pranalaya,pranalaya,Raudra,149.7,['Shravana'],Moon,Vishnu,Sattva,Vijaya (victory),Hamsadhwani,Oṁ pranalayaya namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.990580
https://schema.org,CreativeWork,SAN-0536,Svakara,svakara,Vira,152.5,['Dhanishtha'],Mars,Vasus,Rajas,Saṃkṣobha (transformation),Hamsadhwani,Oṁ svakaraya namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.990594
https://schema.org,CreativeWork,SAN-0537,Brahmapada,brahmapada,Bhayanaka,153.6,['Shatabhisha'],Rahu,Varuna,Tamas,Parivartana (transformation),Marwa,Oṁ brahmapadaya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.990606
https://schema.org,CreativeWork,SAN-0538,Svatva,svatva,Bibhatsa,156.0,['Purva Bhadrapada'],Jupiter,Aja Ekapada,Sattva,Śilpa (art),Marwa,Oṁ svatvaya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.990620
https://schema.org,CreativeWork,SAN-0539,Pranatva,pranatva,Adbhuta,157.9,['Uttara Bhadrapada'],Saturn,Ahirbudhnya,Rajas,Saṃvedana (intuition),Bageshree,Oṁ pranatvaya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.990632
https://schema.org,CreativeWork,SAN-0540,Atmarupa,atmarupa,Shanta,159.8,['Revati'],Mercury,Pushan,Tamas,Maitrī (friendship),Darbari,Oṁ atmarupaya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.990644
https://schema.org,CreativeWork,SAN-0541,Mahananda,mahananda,Shringara,108.1,['Ashwini'],Ketu,Ashwini Kumaras,Sattva,Saṃkṣobha (transformation),Darbari,Oṁ mahanandaya namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.990657
https://schema.org,CreativeWork,SAN-0542,Atmakara,atmakara,Hasya,110.4,['Bharani'],Venus,Yama,Rajas,Paitṛka (ancestral),Malkauns,Oṁ atmakaraya namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.990669
https://schema.org,CreativeWork,SAN-0543,Anandarupa,anandarupa,Karuna,112.2,['Krittika'],Sun,Agni,Tamas,Parivartana (transformation),Ahir Bhairav,Oṁ anandarupaya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.990680
https://schema.org,CreativeWork,SAN-0544,Atmapada,atmapada,Raudra,114.1,['Rohini'],Moon,Prajapati,Sattva,Vijaya (victory),Malkauns,Oṁ atmapadaya namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.990692
https://schema.org,CreativeWork,SAN-0545,Pranasthiti,pranasthiti,Vira,115.7,['Mrigashira'],Mars,Soma,Rajas,Svātantrya (freedom),Bhairav,Oṁ pranasthitiye namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.990704
https://schema.org,CreativeWork,SAN-0546,Adinanda,adinanda,Bhayanaka,118.2,['Ardra'],Rahu,Rudra,Tamas,Svātantrya (freedom),Rageshri,Oṁ adinandaya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.990718
https://schema.org,CreativeWork,SAN-0547,Brahmagata,brahmagata,Bibhatsa,120.1,['Punarvasu'],Jupiter,Aditi,Sattva,Paitṛka (ancestral),Marwa,Oṁ brahmagataya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.990731
https://schema.org,CreativeWork,SAN-0548,Vedatva,vedatva,Adbhuta,122.3,['Pushya'],Saturn,Brihaspati,Rajas,Saṃvedana (intuition),Bhimpalasi,Oṁ vedatvaya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.990745
https://schema.org,CreativeWork,SAN-0549,Parapada,parapada,Shanta,123.6,['Ashlesha'],Mercury,Sarpas,Tamas,Ārogya (healing),Bhoop,Oṁ parapadaya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.990757
https://schema.org,CreativeWork,SAN-0550,Svagata,svagata,Shringara,125.5,['Magha'],Ketu,Pitrs,Sattva,Kauśala (creativity),Desh,Oṁ svagataya namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.990769
https://schema.org,CreativeWork,SAN-0551,Anandasara,anandasara,Hasya,127.6,['Purva Phalguni'],Venus,Bhaga,Rajas,Vijaya (victory),Kafi,Oṁ anandasaraya namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.990783
https://schema.org,CreativeWork,SAN-0552,Vedatva,vedatva,Karuna,129.7,['Uttara Phalguni'],Sun,Aryaman,Tamas,Saṃvedana (intuition),Malkauns,Oṁ vedatvaya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.990796
https://schema.org,CreativeWork,SAN-0553,Pararupa,pararupa,Raudra,132.2,['Hasta'],Moon,Savitr,Sattva,Śodhana (purification),Bhoop,Oṁ pararupaya namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.990808
https://schema.org,CreativeWork,SAN-0554,Atmasthiti,atmasthiti,Vira,133.9,['Chitra'],Mars,Vishwakarma,Rajas,Saṃvedana (intuition),Darbari,Oṁ atmasthitiye namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.990821
https://schema.org,CreativeWork,SAN-0555,Svatva,svatva,Bhayanaka,136.4,['Swati'],Rahu,Vayu,Tamas,Maitrī (friendship),Ahir Bhairav,Oṁ svatvaya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.990833
https://schema.org,CreativeWork,SAN-0556,Paralaya,paralaya,Bibhatsa,138.2,['Vishakha'],Jupiter,Indra-Agni,Sattva,Pauṣṭi (nourishment),Hamsadhwani,Oṁ paralayaya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.990845
https://schema.org,CreativeWork,SAN-0557,Chitlaya,chitlaya,Adbhuta,139.9,['Anuradha'],Saturn,Mitra,Rajas,Svātantrya (freedom),Kafi,Oṁ chitlayaya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.990858
https://schema.org,CreativeWork,SAN-0558,Maharupa,maharupa,Shanta,141.9,['Jyeshtha'],Mercury,Indra,Tamas,Saṃkṣobha (transformation),Desh,Oṁ maharupaya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",Deep Frequency,2026-05-11T11:12:43.990874
https://schema.org,CreativeWork,SAN-0559,Chitgata,chitgata,Shringara,143.9,['Mula'],Ketu,Nirriti,Sattva,Vijaya (victory),Bhairav,Oṁ chitgataya namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.990887
https://schema.org,CreativeWork,SAN-0560,Mahamaya,mahamaya,Hasya,146.4,['Purva Ashadha'],Venus,Apas,Rajas,Śilpa (art),Darbari,Oṁ mahamayaya namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.990899
https://schema.org,CreativeWork,SAN-0561,Mahatva,mahatva,Karuna,147.7,['Uttara Ashadha'],Sun,Vishvedevas,Tamas,Kuṇḍalinī (healing),Khamaj,Oṁ mahatvaya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.990911
https://schema.org,CreativeWork,SAN-0562,Pranatva,pranatva,Raudra,150.1,['Shravana'],Moon,Vishnu,Sattva,Śuddhi (purification),Todi,Oṁ pranatvaya namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.990923
https://schema.org,CreativeWork,SAN-0563,Svasthiti,svasthiti,Vira,151.6,['Dhanishtha'],Mars,Vasus,Rajas,Svātantrya (freedom),Desh,Oṁ svasthitiye namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.990935
https://schema.org,CreativeWork,SAN-0564,Svasthiti,svasthiti,Bhayanaka,153.6,['Shatabhisha'],Rahu,Varuna,Tamas,Kauśala (creativity),Marwa,Oṁ svasthitiye namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",Deep Frequency,2026-05-11T11:12:43.990947
https://schema.org,CreativeWork,SAN-0565,Brahmasara,brahmasara,Bibhatsa,156.0,['Purva Bhadrapada'],Jupiter,Aja Ekapada,Sattva,Saṃkṣobha (transformation),Todi,Oṁ brahmasaraya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.990959
https://schema.org,CreativeWork,SAN-0566,Atmasara,atmasara,Adbhuta,158.3,['Uttara Bhadrapada'],Saturn,Ahirbudhnya,Rajas,Kauśala (creativity),Brindavani Sarang,Oṁ atmasaraya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.990972
https://schema.org,CreativeWork,SAN-0567,Chitrupa,chitrupa,Shanta,160.4,['Revati'],Mercury,Pushan,Tamas,Śilpa (art),Bhairav,Oṁ chitrupaya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",Deep Frequency,2026-05-11T11:12:43.990985
https://schema.org,CreativeWork,SAN-0568,Anandagata,anandagata,Shringara,107.7,['Ashwini'],Ketu,Ashwini Kumaras,Sattva,Parivartana (transformation),Puriya Dhanashree,Oṁ anandagataya namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.990999
https://schema.org,CreativeWork,SAN-0569,Brahmarupa,brahmarupa,Hasya,110.2,['Bharani'],Venus,Yama,Rajas,Śilpa (art),Ahir Bhairav,Oṁ brahmarupaya namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.991013
https://schema.org,CreativeWork,SAN-0570,Pranapada,pranapada,Karuna,111.6,['Krittika'],Sun,Agni,Tamas,Vijaya (victory),Rageshri,Oṁ pranapadaya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.991025
https://schema.org,CreativeWork,SAN-0571,Chitsara,chitsara,Raudra,113.9,['Rohini'],Moon,Prajapati,Sattva,Saṃkṣobha (transformation),Ahir Bhairav,Oṁ chitsaraya namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.991037
https://schema.org,CreativeWork,SAN-0572,Brahmalaya,brahmalaya,Vira,116.3,['Mrigashira'],Mars,Soma,Rajas,Ārogya (healing),Bageshree,Oṁ brahmalayaya namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.991051
https://schema.org,CreativeWork,SAN-0573,Brahmarupa,brahmarupa,Bhayanaka,118.1,['Ardra'],Rahu,Rudra,Tamas,Śakti (power),Hamsadhwani,Oṁ brahmarupaya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.991064
https://schema.org,CreativeWork,SAN-0574,Chitsthiti,chitsthiti,Bibhatsa,119.7,['Punarvasu'],Jupiter,Aditi,Sattva,Paitṛka (ancestral),Marwa,Oṁ chitsthitiye namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.991076
https://schema.org,CreativeWork,SAN-0575,Paralaya,paralaya,Adbhuta,122.2,['Pushya'],Saturn,Brihaspati,Rajas,Śuddhi (purification),Puriya Dhanashree,Oṁ paralayaya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.991089
https://schema.org,CreativeWork,SAN-0576,Pranananda,pranananda,Shanta,124.2,['Ashlesha'],Mercury,Sarpas,Tamas,Paitṛka (ancestral),Todi,Oṁ prananandaya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.991105
https://schema.org,CreativeWork,SAN-0577,Paragata,paragata,Shringara,126.3,['Magha'],Ketu,Pitrs,Sattva,Śravaṇa (learning),Bhimpalasi,Oṁ paragataya namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.991118
https://schema.org,CreativeWork,SAN-0578,Brahmasthiti,brahmasthiti,Hasya,128.4,['Purva Phalguni'],Venus,Bhaga,Rajas,Śakti (power),Rageshri,Oṁ brahmasthitiye namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.991132
https://schema.org,CreativeWork,SAN-0579,Pranasara,pranasara,Karuna,130.0,['Uttara Phalguni'],Sun,Aryaman,Tamas,Dhana (wealth),Khamaj,Oṁ pranasaraya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",Deep Frequency,2026-05-11T11:12:43.991146
https://schema.org,CreativeWork,SAN-0580,Adilaya,adilaya,Raudra,132.0,['Hasta'],Moon,Savitr,Sattva,Saṃvedana (intuition),Marwa,Oṁ adilayaya namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.991158
https://schema.org,CreativeWork,SAN-0581,Svatva,svatva,Vira,133.8,['Chitra'],Mars,Vishwakarma,Rajas,Svātantrya (freedom),Darbari,Oṁ svatvaya namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.991172
https://schema.org,CreativeWork,SAN-0582,Atmalaya,atmalaya,Bhayanaka,136.1,['Swati'],Rahu,Vayu,Tamas,Saṃvedana (intuition),Desh,Oṁ atmalayaya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.991184
https://schema.org,CreativeWork,SAN-0583,Adipada,adipada,Bibhatsa,137.8,['Vishakha'],Jupiter,Indra-Agni,Sattva,Kauśala (creativity),Ahir Bhairav,Oṁ adipadaya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.991196
https://schema.org,CreativeWork,SAN-0584,Anandagata,anandagata,Adbhuta,140.0,['Anuradha'],Saturn,Mitra,Rajas,Kauśala (creativity),Kafi,Oṁ anandagataya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.991208
https://schema.org,CreativeWork,SAN-0585,Adilaya,adilaya,Shanta,142.5,['Jyeshtha'],Mercury,Indra,Tamas,Mūla śodhana (root),Desh,Oṁ adilayaya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.991220
https://schema.org,CreativeWork,SAN-0586,Brahmapada,brahmapada,Shringara,143.8,['Mula'],Ketu,Nirriti,Sattva,Śilpa (art),Ahir Bhairav,Oṁ brahmapadaya namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.991232
https://schema.org,CreativeWork,SAN-0587,Anandasara,anandasara,Hasya,145.6,['Purva Ashadha'],Venus,Apas,Rajas,Śodhana (purification),Puriya Dhanashree,Oṁ anandasaraya namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.991245
https://schema.org,CreativeWork,SAN-0588,Atmapada,atmapada,Karuna,147.9,['Uttara Ashadha'],Sun,Vishvedevas,Tamas,Vijaya (victory),Darbari,Oṁ atmapadaya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.991259
https://schema.org,CreativeWork,SAN-0589,Mahamaya,mahamaya,Raudra,149.9,['Shravana'],Moon,Vishnu,Sattva,Vaivāhika (marriage),Puriya Dhanashree,Oṁ mahamayaya namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.991271
https://schema.org,CreativeWork,SAN-0590,Mahamaya,mahamaya,Vira,152.4,['Dhanishtha'],Mars,Vasus,Rajas,Śilpa (art),Marwa,Oṁ mahamayaya namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.991283
https://schema.org,CreativeWork,SAN-0591,Pranananda,pranananda,Bhayanaka,153.7,['Shatabhisha'],Rahu,Varuna,Tamas,Navīkaraṇa (renewal),Desh,Oṁ prananandaya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.991297
https://schema.org,CreativeWork,SAN-0592,Adipada,adipada,Bibhatsa,155.9,['Purva Bhadrapada'],Jupiter,Aja Ekapada,Sattva,Svātantrya (freedom),Shankara,Oṁ adipadaya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.991310
https://schema.org,CreativeWork,SAN-0593,Parananda,parananda,Adbhuta,157.8,['Uttara Bhadrapada'],Saturn,Ahirbudhnya,Rajas,Ārogya (healing),Darbari,Oṁ paranandaya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.991322
https://schema.org,CreativeWork,SAN-0594,Parananda,parananda,Shanta,159.5,['Revati'],Mercury,Pushan,Tamas,Kauśala (creativity),Khamaj,Oṁ paranandaya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.991335
https://schema.org,CreativeWork,SAN-0595,Adilaya,adilaya,Shringara,108.5,['Ashwini'],Ketu,Ashwini Kumaras,Sattva,Kuṇḍalinī (healing),Bhimpalasi,Oṁ adilayaya namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.991347
https://schema.org,CreativeWork,SAN-0596,Vedakara,vedakara,Hasya,109.5,['Bharani'],Venus,Yama,Rajas,Nāyakatva (leadership),Yaman,Oṁ vedakaraya namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.991359
https://schema.org,CreativeWork,SAN-0597,Anandakara,anandakara,Karuna,112.4,['Krittika'],Sun,Agni,Tamas,Vaivāhika (marriage),Yaman,Oṁ anandakaraya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",Deep Frequency,2026-05-11T11:12:43.991371
https://schema.org,CreativeWork,SAN-0598,Adisthiti,adisthiti,Raudra,114.1,['Rohini'],Moon,Prajapati,Sattva,Saṃvedana (intuition),Kafi,Oṁ adisthitiye namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.991384
https://schema.org,CreativeWork,SAN-0599,Adinanda,adinanda,Vira,116.2,['Mrigashira'],Mars,Soma,Rajas,Ārogya (healing),Yaman,Oṁ adinandaya namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.991397
https://schema.org,CreativeWork,SAN-0600,Pranamaya,pranamaya,Bhayanaka,118.2,['Ardra'],Rahu,Rudra,Tamas,Śodhana (purification),Marwa,Oṁ pranamayaya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.991408
https://schema.org,CreativeWork,SAN-0601,Pranasthiti,pranasthiti,Bibhatsa,119.9,['Punarvasu'],Jupiter,Aditi,Sattva,Pauṣṭi (nourishment),Ahir Bhairav,Oṁ pranasthitiye namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.991545
https://schema.org,CreativeWork,SAN-0602,Parananda,parananda,Adbhuta,121.8,['Pushya'],Saturn,Brihaspati,Rajas,Kauśala (creativity),Bhoop,Oṁ paranandaya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.991563
https://schema.org,CreativeWork,SAN-0603,Atmagata,atmagata,Shanta,124.4,['Ashlesha'],Mercury,Sarpas,Tamas,Nāyakatva (leadership),Todi,Oṁ atmagataya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.991577
